Elasticsearch - latest,https://www.elastic.co/guide/en/elasticsearch/reference/current/index.html
Elasticsearch - 5.4,https://www.elastic.co/guide/en/elasticsearch/reference/5.4/index.html
Elastalert - latest,https://elastalert.readthedocs.io/en/latest/
MongoDB - latest,https://docs.mongodb.com/manual/

